"DisPicture_ID","DisPicture_DiseaseId","DisPicture_SymptomTypeId","DisPicture_Img","DisPicture_Demo","px","zan","cai","describe","DisPicture_Come","DisPicture_updata","buwei"
328,46,2,"/uploadfiles/image/20130924/20130924145536_2567w.jpg","特应性皮炎-躯干（上肢及胸部）",2,0,1,"<p class=""MsoNormal"" style=""text-indent:21.0pt;"">
	<span style=""font-family:宋体;"">特应性皮炎：痒疹型好发于四肢伸侧及背后，皮疹表现为全身性疏散分布的米粒至黄豆大丘疹、损害处干燥，陈旧皮损小而硬。病变处抓痕累累，往往伴有局部淋巴结肿大</span> 
</p>",,12,"躯干"
329,46,2,"/uploadfiles/image/20130924/20130924152125_9478w.jpg","特应性皮炎-面部",3,0,1,"<div style=""text-align:center;"">
	特异性皮炎：面部弥漫性红斑，密集针尖大小丘疹、丘疱疹和水泡，有糜烂和渗液。渗液干燥结成黄色厚薄不一的痂<br />
<br />
<br />
	<div style=""text-align:right;"">
		<b>图片来源：<i><a href=""http://www.derm101.com/"">http://www.Derm101.com<br />
</a></i></b> 
	</div>
</div>",,22,"面颈部"
330,46,2,"/uploadfiles/image/20130924/20130924152548_8083w.jpg","特应性皮炎-头皮",4,0,1,"<div style=""text-align:center;"">
	特应性皮炎：头面部弥漫性红斑，密集针尖大小丘疹、丘疱疹，有渗液、干燥结薄痂及脱落的细小鳞屑<br />
<br />
<br />
	<div style=""text-align:right;"">
		<b>图片来源：<i><a href=""http://www.derm101.com/"">http://www.Derm101.com</a></i></b> 
	</div>
</div>",,29,"头皮"
331,46,3,"/uploadfiles/image/20130924/20130924153611_6550w.jpg","特应性皮炎-显微镜下",1,0,1,"<p class=""MsoNormal"" style=""text-align:center;"">
	<span style=""font-family:宋体;"">特应性皮炎：血液</span><span><a href=""http://baike.baidu.com/view/570895.htm"" target=""_blank""><span style=""font-family:宋体;color:windowtext;text-decoration:none;""><span>嗜<span>酸性粒细胞</span></span></span></a></span><span style=""font-family:宋体;"">增加，变应原皮内试验或皮肤点刺试验可呈阳性反应，血清中总<span>IgE</span>增高，特异性<span>IgE</span>增高<br />
<br />
<br />
</span>
</p>
<div style=""text-align:right;"">
	<b>图片来源：<i><a href=""http://www.derm101.com/"">http://www.Derm101.com</a></i></b> 
</div>
<p>
	<br />
</p>",,24,
332,46,3,"/uploadfiles/image/20130924/20130924153711_4811w.jpg","特应性皮炎-组织病理图",2,0,1,"<div style=""text-align:center;"">
	特应性皮炎组织病（HE染色）<br />
<br />
<br />
	<div style=""text-align:right;"">
		<b>图片来源：<i><a href=""http://www.derm101.com/"">http://www.Derm101.com</a></i></b> 
	</div>
</div>",,31,
333,46,3,"/uploadfiles/image/20130925/20130925095928_7801w.jpg","特应性皮炎-四肢 -治愈中",3,0,1,"<p class=""MsoNormal"" style=""text-align:center;"">
	特应性皮炎治疗：使用丁酸氢化可的松软膏剂保湿剂，益生菌，吡美莫司乳膏，甘草锌颗粒，氧化锌软膏，口服扑尔敏等后的现状缓解，但双胫前局部皮肤颜色较周围色黑，任有小颗粒样皮疹，呈暗红色。若停用丁酸氢化可的松软膏之后，无法再取得进展
</p>",,34,
334,46,2,"/uploadfiles/image/20130925/20130925102249_4909w.jpg","特应性皮炎-四肢",5,0,1,"<p class=""MsoNormal"" style=""text-align:center;"">
	<span style=""font-family:宋体;"">特应性皮炎：此婴幼儿表现为皮肤淡红斑、丘疹、剧烈的瘙痒、明显的湿疹样变和皮肤干燥及轻度脱屑</span> 
</p>",,22,"四肢"
335,29,2,"/uploadfiles/image/20130926/20130926160711_1842w.jpg","白塞病-面颈部（口腔）",0,0,1,"<div style=""text-align:center;"">
	<span style=""background-color:#FFFFFF;font-family:宋体;font-size:14px;line-height:25px;"">呈米粒或黄豆大小，圆形或椭圆形，边缘清楚，深浅不一，底部有黄色覆盖物，周围为一边缘清晰的红晕，约1～2周后自行消退而不留疤痕。</span><span style=""background-color:#FFFFFF;font-family:宋体;font-size:14px;line-height:25px;"">重症者溃疡深大愈合慢，偶可遗有疤痕<br />
	<div style=""text-align:right;"">
		<br />
<b style=""text-align:right;""> 
		<p class=""MsoNormal"" style=""display:inline !important;"">
			<b><b><b>图片来源：<i>《</i></b><b><i>Fitzpatrick's</i></b><b><i>&nbsp;Color Atlas &amp; Synopsis of Clinical
Dermatology</i></b><b><i>》</i></b></b></b> 
		</p>
</b> 
	</div>
</span><span style=""background-color:#FFFFFF;font-family:宋体;font-size:14px;line-height:25px;""> 
	<div style=""text-align:right;"">
		<b style=""text-align:right;""><b><b><i></i></b><b><i></i></b> </b> 
		<p>
			<br />
		</p>
<b><i></i></b><b><i></i></b> 
		<p>
			<br />
		</p>
</b> 
	</div>
</span><span style=""background-color:#FFFFFF;font-family:宋体;font-size:14px;line-height:25px;""><br />
	<div style=""text-align:right;"">
	</div>
</span><span style=""background-color:#FFFFFF;font-family:宋体;font-size:14px;line-height:25px;""></span> 
</div>",,19,"面颈部"
336,29,2,"/uploadfiles/image/20130926/20130926161314_3996w.jpg","白塞病-外阴",0,0,1,"<div style=""text-align:center;"">
	<span style=""line-height:25px;background-color:#FFFFFF;"">受累部位为阴部，</span><span style=""line-height:25px;background-color:#FFFFFF;"">溃疡深大，疼痛剧、愈合慢<br />
<br />
	<div style=""text-align:right;"">
		<b style=""text-align:right;""> 
		<p class=""MsoNormal"" style=""display:inline !important;"">
			<b>图片来源：<i>《</i></b><b><i>Fitzpatrick's</i></b><b><i>&nbsp;Color Atlas &amp; Synopsis of Clinical
Dermatology</i></b><b><i>》</i></b> 
		</p>
</b> 
	</div>
</span><span style=""line-height:25px;background-color:#FFFFFF;""> 
	<div style=""text-align:right;"">
		<b style=""text-align:right;""><i></i></b> 
	</div>
</span><span style=""line-height:25px;background-color:#FFFFFF;""> 
	<p class=""MsoNormal"" style=""text-align:right;"">
		<b></b> 
	</p>
</span> 
</div>",,21,"外阴"
337,29,3,"/uploadfiles/image/20130926/20130926162400_8335w.jpg","白塞病-组织病理图",0,0,1,"<div style=""text-align:center;"">
	真皮血管内皮增厚，管腔变窄，血管壁及其周围淋巴细胞浸润（HE染色×200）<br />
	<div style=""text-align:right;"">
		<b style=""text-align:right;"">图片来源：<i>《中国临床皮肤病学</i></b><b style=""text-align:right;""><i>》</i></b>
	</div>
<br />
<br />
<br />
<br />
<br />
</div>",,28,
338,29,3,"/uploadfiles/image/20130926/20130926163953_9016w.jpg","白塞病-肠病变",0,0,1,"<div style=""text-align:center;"">
	白塞病引起非特异性胃肠道炎症：肠壁血管炎，回盲部肠壁有溃疡，未穿破浆膜<br />
<br />
<br />
<br />
<br />
	<div style=""text-align:right;"">
		<p class=""MsoNormal"">
			<b>图片来源：<i>《中国临床皮肤病学》</i></b><b><i></i></b>
		</p>
	</div>
<br />
<br />
<br />
<br />
</div>",,22,
339,29,3,"/uploadfiles/image/20130929/20130929135456_8007w.jpg","白塞病-显微镜下",0,0,1,"<div style=""text-align:center;"">
	中性粒细胞常发现在不同种类的白塞病的病变中，包括针刺反应。然而此显示的变化却不能诊断明确白塞氏病<br />
<br />
<br />
<br />
	<div style=""text-align:right;"">
		<b>图片来源：<i><a href=""http://www.derm101.com/"">http://www.Derm101.com</a></i></b> 
	</div>
</div>",,37,
340,20,2,"/uploadfiles/image/20130929/20130929143145_0158w.jpg","暗色丝孢霉病-躯干",0,0,1,"<div style=""text-align:center;"">
	由强毛壳菌引起的，胸腹部成片褐色斑块有浸润<br />
<br />
<br />
<br />
	<div style=""text-align:right;"">
		<b style=""text-align:right;"">图片来源：<i>《中国临床皮肤病学》</i></b> 
	</div>
</div>",,15,"躯干"
341,20,3,"/uploadfiles/image/20130929/20130929150805_0728w.jpg","暗色丝孢霉病-组织病理图（一）",0,0,1,"<div style=""text-align:center;"">
	<span style=""background-color:#FFFFFF;color:#333333;font-family:arial, 宋体, sans-serif;font-size:14px;line-height:25px;text-indent:35px;"">取脓液和组织液镜下可见棕色和黑褐色菌丝与酵母样孢子<br />
<br />
<br />
<br />
	<div style=""text-align:right;"">
		<a name=""OLE_LINK6""></a><a name=""OLE_LINK5""></a><b style=""text-align:right;"">图片来源：</b><a href=""http://www.derm101.com/"" style=""text-align:right;""><b><i>http://www.Derm101.com</i></b></a>
	</div>
</span><span style=""background-color:#FFFFFF;color:#333333;font-family:arial, 宋体, sans-serif;font-size:14px;line-height:25px;text-indent:35px;"">
	<div style=""text-align:right;"">
	</div>
</span>
</div>",,9,
342,20,3,"/uploadfiles/image/20130929/20130929151951_0520w.jpg","暗色丝孢霉病-组织病理图（二）",0,0,1,"<div style=""text-align:center;"">
	小叶性脂膜炎，可能涉及皮下脂肪组织真皮的孤立<br />
<br />
<br />
<br />
	<p class=""MsoNormal"" style=""text-align:right;"">
		<a name=""OLE_LINK6""></a><a name=""OLE_LINK5""></a><b>图片来源：</b><a href=""http://www.derm101.com/""><b><i>http://www.Derm101.com</i></b></a><b><i> </i></b>
	</p>
</div>",,26,
343,20,3,"/uploadfiles/image/20130929/20130929152527_1702w.jpg","暗色丝孢霉病-组织病理图（三）",0,0,1,"<div style=""text-align:center;"">
	棕色真菌化脓性、肉芽肿性炎症区<br />
<br />
<br />
	<p class=""MsoNormal"" style=""text-align:right;"">
		<a name=""OLE_LINK6""></a><a name=""OLE_LINK5""></a><b>图片来源：</b><a href=""http://www.derm101.com/""><b><i>http://www.Derm101.com</i></b></a><b><i> </i></b>
	</p>
</div>",,18,
344,20,2,"/uploadfiles/image/20130930/20130930100814_3130w.jpg","暗色丝孢霉病-四肢",0,0,1,"<div style=""text-align:center;"">
	<span style=""line-height:25px;font-size:16px;background-color:#FFFFFF;"">掌和跖部发生棕色至黑色无鳞屑性斑片，偶可波及腿、胸等部</span><span style=""line-height:25px;font-family:宋体;font-size:14px;background-color:#FFFFFF;""><br />
<br />
<br />
<br />
<br />
	<p class=""MsoNormal"" style=""text-align:right;"">
		<b><span style=""font-size:16px;"">图片来源：</span></b><b><i><span style=""font-size:16px;"">由陈裕充博士提供</span><span></span></i></b> 
	</p>
</span> 
</div>",,23,"四肢"
345,20,2,"/uploadfiles/image/20130930/20130930101413_7688w.jpg","暗色丝孢霉病-面颈部",0,0,1,"<div style=""text-align:center;"">
	<span style=""color:#333333;line-height:25px;text-indent:35px;font-family:arial, 宋体, sans-serif;font-size:14px;background-color:#FFFFFF;""><span style=""color:#333333;line-height:25px;text-indent:35px;font-family:arial, 宋体, sans-serif;font-size:14px;white-space:normal;background-color:#FFFFFF;""><span style=""font-size:16px;"">孤立、深在的皮下或肌肉的脓肿或囊肿，皮损可呈杏核大或数厘米。皮肤呈褐红色或灰黑色，扪之有浸润感</span><br />
<br />
<br />
<br />
	<p class=""MsoNormal"" style=""text-align:right;"">
		<b><span style=""font-size:16px;"">图片来源：</span></b><b><i><span style=""font-size:16px;"">由陈裕充博士提供</span><span style=""font-size:16px;""></span></i></b> 
	</p>
	<div style=""text-align:right;"">
	</div>
</span></span><span style=""color:#333333;line-height:25px;text-indent:35px;font-family:arial, 宋体, sans-serif;font-size:14px;background-color:#FFFFFF;""></span> 
</div>",,22,"面颈部"
346,20,2,"/uploadfiles/image/20130930/20130930123507_4236w.jpg","暗色丝孢霉病-四肢",0,0,1,"<p class=""MsoNormal"" style=""text-align:center;"">
	<span lang=""EN-US"">A. </span>患者食指背侧有典型单一的囊肿；<span lang=""EN-US"">B.</span>罕见的临床表现：左脚上多发囊肿；<span lang=""EN-US"">C. </span>患者右脚踝上的疣状斑块<br />
</p>
<p class=""MsoNormal"" style=""text-align:right;"">
	<a name=""OLE_LINK15""></a><a name=""OLE_LINK14""></a><b>图片来源：</b><a href=""http://www.jaad.org/""><b><i>http://www.jaad.org</i></b></a> 
</p>
<p>
	<br />
</p>",,28,"四肢"
347,20,3,"/uploadfiles/image/20130930/20130930123132_4865w.jpg","暗色丝孢霉病-组织病理图",0,0,1,"<p class=""MsoListParagraph"" style=""margin-left:18.0pt;text-indent:0cm;"">
	<br />
</p>
<p class=""MsoListParagraph"" style=""text-align:center;margin-left:18pt;text-indent:0cm;"">
	<span style=""font-family:宋体;"">暗色丝孢霉病病理检查：组织活检标本皮下囊肿可见结核性肉芽肿，中性粒细胞浸润和暗色菌丝（黑色箭头)。</span><span style=""font-family:宋体;"">（</span>A.&nbsp;<span style=""font-family:宋体;"">苏木精</span> - <span style=""font-family:宋体;"">伊红染色，原放大倍数×</span>100； B.&nbsp;<span style=""font-family:宋体;"">丰塔纳</span>-Masson<span style=""font-family:宋体;"">染色</span>，<span style=""font-family:宋体;"">原来的放大倍数×</span>400<span style=""font-family:宋体;"">）<br />
<br />
<br />
<br />
</span> 
</p>
<p class=""MsoNormal"" style=""text-align:right;"">
	<a name=""OLE_LINK15""></a><a name=""OLE_LINK14""></a><b>图片来源：</b><a href=""http://www.jaad.org/""><b><i>http://www.jaad.org</i></b></a> 
</p>
<div style=""text-align:right;"">
	<span style=""text-indent:0cm;""></span><span style=""text-indent:0cm;""></span> 
</div>
<p>
	<br />
</p>
<p>
	<br />
</p>",,31,
348,57,2,"/uploadfiles/image/20131010/20131010102725_2420w.jpg","单纯疱疹-皮肤疱疹-躯干",0,0,1,"<div style=""text-align:center;"">
	丘疹和丘疱疹，疱疹样分布<br />
<br />
<br />
	<div style=""text-align:right;"">
		<a name=""OLE_LINK7""></a><a name=""OLE_LINK6""></a><a name=""OLE_LINK5""></a><b style=""text-align:right;"">图片来源：</b><a href=""http://www.derm101.com/"" style=""text-align:right;""><b><i>http://www.Derm101.com</i></b></a> 
	</div>
<br />
</div>",,16,"躯干"
349,57,2,"/uploadfiles/image/20131010/20131010103528_7648w.jpg","单纯疱疹-面颈部（口腔疱疹）",0,0,1,"<div style=""text-align:center;"">
	嘴唇的粘膜脓疱<br />
<br />
<br />
	<div style=""text-align:right;"">
		<a name=""OLE_LINK7""></a><a name=""OLE_LINK6""></a><a name=""OLE_LINK5""></a><b style=""text-align:right;"">图片来源：</b><a href=""http://www.derm101.com/"" style=""text-align:right;""><b><i>http://www.Derm101.com</i></b></a> 
	</div>
<br />
<br />
<br />
</div>",,16,"面颈部"
350,57,2,"/uploadfiles/image/20131010/20131010104035_1650w.jpg","单纯疱疹-外阴疱疹",0,0,1,"<div style=""text-align:center;"">
	脓疱群已分布在大阴唇上汇合<br />
<br />
<br />
	<div style=""text-align:right;"">
		<a name=""OLE_LINK7""></a><a name=""OLE_LINK6""></a><a name=""OLE_LINK5""></a><b style=""text-align:right;"">图片来源：</b><a href=""http://www.derm101.com/"" style=""text-align:right;""><b><i>http://www.Derm101.com</i></b></a> 
	</div>
</div>",,20,"外阴"
351,57,2,"/uploadfiles/image/20131010/20131010104801_8093w.jpg","单纯疱疹-面颈部（眼疱疹）",0,0,1,"<div style=""text-align:center;"">
	疱疹性湿疹（单纯疱疹施加于特应性皮炎，即皮肤已经被摩擦和划伤）<br />
<br />
<br />
	<div style=""text-align:right;"">
		<b>图片来源：</b><a href=""http://www.derm101.com/""><b><i>http://www.Derm101.com</i></b></a> 
	</div>
<br />
</div>
<div style=""text-align:center;"">
</div>",,17,"面颈部"
352,57,2,"/uploadfiles/image/20131010/20131010110046_7411w.jpg","单纯疱疹-疱疹性瘭疽-掌跖",0,0,1,"<div style=""text-align:center;"">
	疱疹性瘭疽（靠近手指尖端的单纯疱疹）<br />
<br />
<br />
<br />
	<p class=""MsoNormal"" style=""text-align:right;"">
		<a name=""OLE_LINK8""></a><a name=""OLE_LINK7""></a><a name=""OLE_LINK6""></a><a name=""OLE_LINK5""></a><b>图片来源：</b><a href=""http://www.derm101.com/""><b><i>http://www.Derm101.com</i></b></a><b><i> </i></b> 
	</p>
<br />
<br />
<br />
</div>
<br />",,19,"掌跖"
353,57,2,"/uploadfiles/image/20131010/20131010111538_2671w.jpg","单纯疱疹-疱疹性湿疹-面颈部",0,0,1,"<div style=""text-align:center;"">
	疱疹性湿疹（由皮肤疱疹病毒引起无数的小脓疱）<br />
<br />
<br />
	<div style=""text-align:right;"">
		<a name=""OLE_LINK8""></a><a name=""OLE_LINK7""></a><a name=""OLE_LINK6""></a><a name=""OLE_LINK5""></a><b style=""text-align:right;"">图片来源：</b><a href=""http://www.derm101.com/"" style=""text-align:right;""><b><i>http://www.Derm101.com</i></b></a> 
	</div>
<br />
<br />
<br />
<br />
</div>
<br />",,15,"面颈部"
354,57,2,"/uploadfiles/image/20131010/20131010113129_8531w.jpg","单纯疱疹-丘疱疹-掌跖",0,0,1,"<div style=""text-align:center;"">
	丘疱疹呈线性阵列分布<br />
<br />
<br />
	<div style=""text-align:right;"">
		<a name=""OLE_LINK8""></a><a name=""OLE_LINK7""></a><a name=""OLE_LINK6""></a><a name=""OLE_LINK5""></a><b style=""text-align:right;"">图片来源：</b><a href=""http://www.derm101.com/"" style=""text-align:right;""><b><i>http://www.Derm101.com</i></b></a> 
	</div>
<br />
<br />
<br />
<br />
</div>",,14,"掌跖"
355,57,2,"/uploadfiles/image/20131010/20131010123011_4033w.jpg","单纯疱疹-四肢",0,0,1,"<div style=""text-align:center;"">
	丘疹，丘疱疹，脓疱，糜烂和溃疡<br />
<br />
<br />
	<div style=""text-align:right;"">
		<b style=""text-align:right;"">图片来源：</b><a href=""http://www.derm101.com/"" style=""text-align:right;""><b><i>http://www.Derm101.com</i></b></a> 
	</div>
</div>",,17,"四肢"
356,57,2,"/uploadfiles/image/20131010/20131010123927_4195w.jpg","单纯疱疹-面颈部",0,0,1,"<div style=""text-align:center;"">
	痂覆盖溃疡——慢性淋巴细胞白血病病人<br />
<br />
<br />
	<div style=""text-align:right;"">
		<b>图片来源：</b><a href=""http://www.derm101.com/""><b><i>http://www.Derm101.com</i></b></a> 
	</div>
<br />
<br />
<br />
<br />
</div>",,16,"面颈部"
357,57,2,"/uploadfiles/image/20131010/20131010130340_5932w.jpg","单纯疱疹-外阴",0,0,1,"<div style=""text-align:center;"">
	溃疡：边缘呈锯齿状
</div>
<div style=""text-align:center;"">
	<br />
<br />
	<div style=""text-align:right;"">
		<b>图片来源：</b><a href=""http://www.derm101.com/""><b><i>http://www.Derm101.com</i></b></a> 
	</div>
</div>",,31,"外阴"
358,57,2,"/uploadfiles/image/20131010/20131010132839_9431w.jpg","单纯疱疹-面颈部",0,0,1,"<div style=""text-align:center;"">
	囊泡和痂密集分布在明显肿胀的嘴唇上<br />
<br />
<br />
	<div style=""text-align:right;"">
		<a name=""OLE_LINK10""></a><a name=""OLE_LINK9""></a><b>图片来源：</b><a href=""http://www.derm101.com/""><b><i>http://www.Derm101.com</i></b></a> 
	</div>
<br />
</div>",,26,"面颈部"
359,57,2,"/uploadfiles/image/20131010/20131010133739_4232w.jpg","单纯疱疹-掌跖",0,0,1,"<div style=""text-align:center;"">
	出血性水疱和痂皮，表现为疱疹样<br />
<br />
<br />
	<div style=""text-align:right;"">
		<a name=""OLE_LINK11""></a><a name=""OLE_LINK10""></a><a name=""OLE_LINK9""></a><b>图片来源：</b><a href=""http://www.derm101.com/""><b><i>http://www.Derm101.com</i></b></a> 
	</div>
</div>",,29,"掌跖"
360,57,3,"/uploadfiles/image/20131010/20131010143121_9365w.jpg","单纯疱疹-病理图",0,0,1,"<div style=""text-align:center;"">
	单纯疱疹病毒：免疫组化染色<br />
<br />
<br />
	<div style=""text-align:right;"">
		<em><b>图片来源：Journal
of the American Academy of Dermatology</b></em> 
	</div>
<br />
<br />
<br />
</div>",,17,
361,57,3,"/uploadfiles/image/20131010/20131010141532_5344w.jpg","单纯疱疹-治疗",0,0,1,"<div style=""text-align:center;"">
	感染单纯疱疹病史的患者激光换肤后第3天，导致萎缩性疤痕。9个月后重修的拍摄图<br />
<br />
<br />
	<div style=""text-align:right;"">
		<em><b>图片来源：Journal of the American
Academy of Dermatology</b></em>
	</div>
&nbsp;<br />
<br />
</div>",,24,
362,57,3,"/uploadfiles/image/20131010/20131010143136_9593w.jpg","单纯疱疹-阴囊",0,0,1,"<div style=""text-align:center;"">
	阴囊疱疹性溃疡具有丰富的肉芽组织。插图：单纯疱疹病毒的免疫组化染色显阳性，有多核角质形成细胞<br />
<br />
<br />
	<p class=""MsoNormal"" style=""text-align:right;"">
		<em><b>图片来源：</b></em><em><b>Journal of the American Academy of Dermatology</b></em> 
	</p>
</div>",,32,
363,57,3,"/uploadfiles/image/20131010/20131010143208_1906w.jpg","单纯疱疹-组织病理图",0,0,1,"<div style=""text-align:center;"">
	高效的免疫组化染色表明阳性疱疹病毒在溃疡周围的细胞抗原<br />
<br />
<br />
	<p class=""MsoNormal"" style=""text-align:right;"">
		<em><b>图片来源：</b></em><em><b>Journal of the American Academy of Dermatology</b></em>
	</p>
</div>",,25,
364,58,2,"/uploadfiles/image/20131011/20131011100243_1487w.jpg","带状疱疹-四肢",0,0,1,"<div style=""text-align:center;"">
	囊泡边际红色的底色，且呈线性阵列<br />
<br />
<br />
	<p class=""MsoNormal"" style=""text-align:right;"">
		<a name=""OLE_LINK8""></a><a name=""OLE_LINK7""></a><a name=""OLE_LINK6""></a><a name=""OLE_LINK5""></a><a name=""OLE_LINK11""></a><a name=""OLE_LINK10""></a><a name=""OLE_LINK9""></a><b>图片来源：</b><a href=""http://www.derm101.com/""><b><i>http://www.Derm101.com</i></b></a><b><i> </i></b> 
	</p>
</div>",,13,"四肢"
365,58,2,"/uploadfiles/image/20131011/20131011100953_2571w.jpg","带状疱疹-面颈部",0,0,1,"<div style=""text-align:center;"">
	水疱，痂皮，脸一侧眶周水肿<br />
<br />
<br />
<br />
	<div style=""text-align:right;"">
		<a name=""OLE_LINK8""></a><a name=""OLE_LINK7""></a><a name=""OLE_LINK6""></a><a name=""OLE_LINK5""></a><a name=""OLE_LINK11""></a><a name=""OLE_LINK10""></a><a name=""OLE_LINK9""></a><b style=""text-align:right;"">图片来源：</b><a href=""http://www.derm101.com/"" style=""text-align:right;""><b><i>http://www.Derm101.com</i></b></a> 
	</div>
</div>",,15,"面颈部"
366,58,2,"/uploadfiles/image/20131011/20131011101213_7041w.jpg","带状疱疹-躯干",0,0,1,"<div style=""text-align:center;"">
	溃疡出血，痂覆盖<br />
<br />
	<p class=""MsoNormal"" style=""text-align:right;"">
		<a name=""OLE_LINK8""></a><a name=""OLE_LINK7""></a><a name=""OLE_LINK6""></a><a name=""OLE_LINK5""></a><a name=""OLE_LINK11""></a><a name=""OLE_LINK10""></a><a name=""OLE_LINK9""></a><b>图片来源：</b><a href=""http://www.derm101.com/""><b><i>http://www.Derm101.com</i></b></a><b><i> </i></b> 
	</p>
</div>",,14,"躯干"
367,58,2,"/uploadfiles/image/20131011/20131011101409_0351w.jpg","带状疱疹-躯干",0,0,1,"<div style=""text-align:center;"">
	广泛的播散性带状疱疹<br />
<br />
<br />
	<p class=""MsoNormal"" style=""text-align:right;"">
		<a name=""OLE_LINK8""></a><a name=""OLE_LINK7""></a><a name=""OLE_LINK6""></a><a name=""OLE_LINK5""></a><a name=""OLE_LINK11""></a><a name=""OLE_LINK10""></a><a name=""OLE_LINK9""></a><b>图片来源：</b><a href=""http://www.derm101.com/""><b><i>http://www.Derm101.com</i></b></a><b><i> </i></b> 
	</p>
</div>",,15,"躯干"
368,58,2,"/uploadfiles/image/20131011/20131011101555_4429w.jpg","带状疱疹-臀部",0,0,1,"<div style=""text-align:center;"">
	免疫抑制患者的焦痂和紫癜<br />
<br />
<br />
	<p class=""MsoNormal"" style=""text-align:right;"">
		<a name=""OLE_LINK8""></a><a name=""OLE_LINK7""></a><a name=""OLE_LINK6""></a><a name=""OLE_LINK5""></a><a name=""OLE_LINK11""></a><a name=""OLE_LINK10""></a><a name=""OLE_LINK9""></a><b>图片来源：</b><a href=""http://www.derm101.com/""><b><i>http://www.Derm101.com</i></b></a><b><i> </i></b> 
	</p>
</div>",,26,"臀部"
369,58,2,"/uploadfiles/image/20131011/20131011101907_7445w.jpg","带状疱疹-面颈部",0,0,1,"<div style=""text-align:center;"">
	脸上的丘疹和腭部二分之一的溃疡<br />
<br />
<br />
	<p class=""MsoNormal"" style=""text-align:right;"">
		<a name=""OLE_LINK8""></a><a name=""OLE_LINK7""></a><a name=""OLE_LINK6""></a><a name=""OLE_LINK5""></a><a name=""OLE_LINK11""></a><a name=""OLE_LINK10""></a><a name=""OLE_LINK9""></a><b>图片来源：</b><a href=""http://www.derm101.com/""><b><i>http://www.Derm101.com</i></b></a><b><i> </i></b> 
	</p>
</div>",,28,"面颈部"
370,58,2,"/uploadfiles/image/20131011/20131011110043_3744w.jpg","带状疱疹-面颈部",0,0,1,"<div style=""text-align:center;"">
	脸眼一侧上的囊泡，糜烂<br />
<br />
<br />
	<p class=""MsoNormal"" style=""text-align:right;"">
		<a name=""OLE_LINK8""></a><a name=""OLE_LINK7""></a><a name=""OLE_LINK6""></a><a name=""OLE_LINK5""></a><a name=""OLE_LINK11""></a><a name=""OLE_LINK10""></a><a name=""OLE_LINK9""></a><b>图片来源：</b><a href=""http://www.derm101.com/""><b><i>http://www.Derm101.com</i></b></a><b><i> </i></b> 
	</p>
</div>
<br />",,28,"面颈部"
371,58,3,"/uploadfiles/image/20131011/20131011104406_2051w.jpg","带状疱疹-躯干",0,0,1,"<div style=""text-align:center;"">
	手术疤痕为中心的带状疱疹<br />
<br />
<br />
	<p class=""MsoNormal"" style=""text-align:right;"">
		<em><b>图片来源：</b></em><em><b>Journal of the American Academy of Dermatology</b></em> 
	</p>
</div>",,15,
372,58,3,"/uploadfiles/image/20131011/20131011104716_3382w.jpg","带状疱疹-四肢",0,0,1,"<div style=""text-align:center;"">
	带状疱疹的艾滋病毒阳性的患者增生性瘢痕<br />
<br />
<br />
	<p class=""MsoNormal"" style=""text-align:right;"">
		<a name=""OLE_LINK15""></a><a name=""OLE_LINK14""></a><b>图片来源：</b><a href=""http://www.jaad.org/""><b><i>http://www.jaad.org</i></b></a>
	</p>
</div>",,14,
373,58,3,"/uploadfiles/image/20131011/20131011105413_1710w.jpg","带状疱疹-躯干",0,0,1,"<div style=""text-align:center;"">
	带状疱疹相邻手术疤痕<br />
<br />
<br />
	<p class=""MsoNormal"" style=""text-align:right;"">
		<a name=""OLE_LINK15""></a><a name=""OLE_LINK14""></a><b>图片来源：</b><a href=""http://www.jaad.org/""><b><i>http://www.jaad.org</i></b></a>
	</p>
</div>",,32,
374,58,3,"/uploadfiles/image/20131011/20131011110206_1950w.jpg","带状疱疹-组织病理图",0,0,1,"<div style=""text-align:center;"">
	A.显微下显示角化过度和角化不全，不规则的表皮增生，滤泡上皮细胞破坏与鞘的增生 <br />
B.着色过度说明：深部毛囊上皮增生，有不规则的基底细胞细胞核，细胞质，角化多核，疱疹病毒感染的细胞溶解特性<br />
C. 显示不规则增生的基底细胞污迹，深染，棘层，和单个细胞角化不良<br />
D.水痘 - 带状疱疹免疫组化法检测抗原，揭示一些卵泡细胞的细胞核和细胞质染色<br />
<br />
	<p class=""MsoNormal"" style=""text-align:right;"">
		<em><b>图片来源：</b></em><em><b>Journal of the American Academy of Dermatology</b></em>
	</p>
<br />
</div>",,108,
375,58,3,"/uploadfiles/image/20131011/20131011112107_6022w.jpg","带状疱疹-胸部",0,0,1,"<div style=""text-align:center;"">
	主皮（即，胸），带状疱疹的患者接受放射治疗喉癌<br />
<br />
<br />
	<p class=""MsoNormal"" style=""text-align:right;"">
		<em><b>图片来源：</b></em><em><b>Journal of the American Academy of Dermatology</b></em> 
	</p>
</div>",,31,
376,57,3,"/uploadfiles/image/20131011/20131011132255_5286w.jpg","单纯疱疹-病理图",0,0,1,"<div style=""text-align:center;"">
	Tzanck涂片显阳性<br />
<br />
<br />
	<p class=""MsoNormal"" style=""text-align:right;"">
		<b>图片来源：</b><b><i>Fitzpatrick's</i></b><b><i>&nbsp;Color Atlas &amp; Synopsis of Clinical
Dermatology</i></b> 
	</p>
</div>",,135,
